Invoice_Line_Id,Invoice_Id,Contract__Description,Project_Id,Name,Invoice_Line_Number__c,sitetracker__Quantity__c,sitetracker__Unit_Price__c,Invoice_Amount__c,Total_Invoice_Amount__c,Invoice_Date__c,Invoice_Due_Date__c,Invoice_Status__c,Infinium_Project_Number__c,Budgeted_Quantity__c,Budget_Vendor_Pricing_Line__r.Name,Company_Code__c,Operating_Area__c,Account_Code_Lookup__r.Name,Cost_Center__c,Type__c,GL_Code__c,Cost_Category_Name__c,Cost_Code_Check__c,Invoice_Line_Amount_Check__c,No_Matching_Budget_Line__c,Pending_Invoices_Check__c,Quantity_Exceeds_Budget__c,LastModifiedDate,Unit_of_Measure__c
INVLN000935,INV000024,Synthetic Contract 2 - Vendor Services Contract,PRJ000445,INVL-0504408,1,5,43.75,218.75,218.75,2025-10-27 00:00:00,2025-12-26 00:00:00,Hold,5391439,-4,BVPL-244919,152,338,2422.201,0,Engineering,152.000.2422.201.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 08:02:33,Each
INVLN000936,INV000008,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000446,INVL-0343468,5,4,45,180,1989.7,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4193703,0,BVPL-241221,161,348,2422.201,0,Engineering,161.000.2422.201.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:46:51,Hours
INVLN000937,INV000008,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000446,INVL-0343469,6,9.8,1,9.8,1989.7,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4193703,-14,BVPL-262294,161,348,2422.201,0,Engineering,161.000.2422.201.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:46:51,Each
INVLN000938,INV000018,Synthetic Contract 14 - Professional Services Contract,PRJ000447,INVL-0430285,1,12,45,540,1800,2025-10-02 00:00:00,2025-12-01 00:00:00,Hold,2489155,0,BVPL-240424,,,2422.201,,Engineering,942.000.2422.201.000.344,L17A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:42:19,Each
INVLN000939,INV000018,Synthetic Contract 14 - Professional Services Contract,PRJ000448,INVL-0430286,2,28,45,1260,1800,2025-10-02 00:00:00,2025-12-01 00:00:00,Hold,2526670,0,BVPL-240424,,,2422.201,,Engineering,942.000.2422.201.000.344,L17A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:42:19,Each
INVLN000940,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369411,1,143,17.26,2468.18,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-276991,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,P93L,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Feet
INVLN000941,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369412,2,143,14.11,2017.73,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-276994,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,P93O,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Feet
INVLN000942,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369413,3,47,23.01,1081.47,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-276961,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,P59A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Feet
INVLN000943,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369414,4,8,69.26,554.08,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-276884,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,L40A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Hours
INVLN000944,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369415,5,16,46.69,747.04,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-276890,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,L50A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Hours
INVLN000945,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369416,6,16,57.72,923.52,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-276861,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,E20A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Hours
INVLN000946,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369543,7,700,1,700,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-276971,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,P71G,,FALSE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Each
INVLN000947,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369544,8,65.33,1,65.33,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-277049,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,TAX,,FALSE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Each
INVLN000948,INV000181,Synthetic Contract 52 - Vendor Services Contract,PRJ000449,INVL-0369545,9,70,1,70,8627.35,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5376544,0,BVPL-277047,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,HNDL,,FALSE,FALSE,TRUE,TRUE,2025-11-13 03:19:48,Each
INVLN000949,INV000061,Synthetic Contract 53 - Equipment Supply Agreement,PRJ000450,INVL-0471999,1,32,75.36,2411.52,9133.26,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,,0,BVPL-268134,151,338,2422.201,253,Field Work,151.000.2422.201.000.345,L10A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:56:50,Hours
INVLN000950,INV000061,Synthetic Contract 53 - Equipment Supply Agreement,PRJ000450,INVL-0472000,2,96,42.23,4054.08,9133.26,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,,0,BVPL-268152,151,338,2422.201,253,Field Work,151.000.2422.201.000.345,L50A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:56:50,Hours
INVLN000951,INV000061,Synthetic Contract 53 - Equipment Supply Agreement,PRJ000450,INVL-0472001,3,32,42,1344,9133.26,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,,0,BVPL-268123,151,338,2422.201,253,Field Work,151.000.2422.201.000.345,E20A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:56:50,Hours
INVLN000952,INV000061,Synthetic Contract 53 - Equipment Supply Agreement,PRJ000450,INVL-0472002,4,32,22,704,9133.26,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,,0,BVPL-268124,151,338,2422.201,253,Field Work,151.000.2422.201.000.345,E30A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:56:50,Hours
INVLN000953,INV000061,Synthetic Contract 53 - Equipment Supply Agreement,PRJ000450,INVL-0472051,5,540,1,540,9133.26,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,,0,BVPL-268233,151,338,2422.201,253,Contractor Provided Material,151.000.2422.201.000.505,P71G,1,FALSE,TRUE,TRUE,TRUE,2025-11-13 05:56:49,Each
INVLN000954,INV000061,Synthetic Contract 53 - Equipment Supply Agreement,PRJ000450,INVL-0472052,6,52.66,1,52.66,9133.26,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,,0,BVPL-268311,151,338,2422.201,253,Contractor Provided Material,151.000.2422.201.000.505,TAX,1,FALSE,TRUE,TRUE,TRUE,2025-11-13 05:56:49,Each
INVLN000955,INV000061,Synthetic Contract 53 - Equipment Supply Agreement,PRJ000450,INVL-0472053,7,27,1,27,9133.26,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,,0,BVPL-268309,151,338,2422.201,253,Contractor Provided Material,151.000.2422.201.000.505,HNDL,1,FALSE,TRUE,TRUE,TRUE,2025-11-13 05:56:49,Each
INVLN000956,INV000134,Synthetic Contract 4 - Professional Services Contract,PRJ000391,INVL-0389668,5,140,1.28,179.2,6062.41,2025-09-18 00:00:00,2025-11-02 00:00:00,Hold,5389623,0,BVPL-267863,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,B43H,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:49:08,Each
INVLN000957,INV000014,Synthetic Contract 4 - Professional Services Contract,PRJ000451,INVL-0286174,1,12,74,888,1397.19,2025-08-08 00:00:00,2025-09-22 00:00:00,Hold,5376670,0,BVPL-267907,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,L40A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:58:58,Hours
INVLN000958,INV000014,Synthetic Contract 4 - Professional Services Contract,PRJ000451,INVL-0286175,2,6,29,174,1397.19,2025-08-08 00:00:00,2025-09-22 00:00:00,Hold,5376670,0,BVPL-267885,151,338,2422.201,0,Field Work,151.000.2422.201.000.345,E30A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:58:58,Hours
INVLN000959,INV000014,Synthetic Contract 4 - Professional Services Contract,PRJ000451,INVL-0286206,3,284.65,1,284.65,1397.19,2025-08-08 00:00:00,2025-09-22 00:00:00,Hold,5376670,0,BVPL-267994,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,P71G,,FALSE,FALSE,TRUE,TRUE,2025-11-13 01:58:57,Each
INVLN000960,INV000014,Synthetic Contract 4 - Professional Services Contract,PRJ000451,INVL-0286207,4,28.46,1,28.46,1397.19,2025-08-08 00:00:00,2025-09-22 00:00:00,Hold,5376670,0,BVPL-268069,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,HNDL,,FALSE,FALSE,TRUE,TRUE,2025-11-13 01:58:57,Each
INVLN000961,INV000014,Synthetic Contract 4 - Professional Services Contract,PRJ000451,INVL-0286208,5,22.08,1,22.08,1397.19,2025-08-08 00:00:00,2025-09-22 00:00:00,Hold,5376670,0,BVPL-268071,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,TAX,,FALSE,FALSE,TRUE,TRUE,2025-11-13 01:58:57,Each
INVLN000962,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000452,INVL-0445169,13,2,45,90,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4193985,-21,BVPL-241221,,,2423.101,,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000963,INV000107,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000453,INVL-0294952,2,6,45,270,2349.2,2025-08-12 00:00:00,2025-10-11 00:00:00,Hold,4192964,-229,BVPL-241221,,,2423.101,,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-30 01:21:56,Each
INVLN000964,INV000107,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000454,INVL-0294962,4,3,45,135,2349.2,2025-08-12 00:00:00,2025-10-11 00:00:00,Hold,4202184,-37,,,,2423.101,,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-30 01:21:56,Each
INVLN000965,INV000107,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000453,INVL-0294973,6,18,0.7,12.6,2349.2,2025-08-12 00:00:00,2025-10-11 00:00:00,Hold,4192964,-579,,,,2423.101,,Engineering,161.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-30 01:21:56,Each
INVLN000966,INV000107,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000454,INVL-0294980,9,30,0.7,21,2349.2,2025-08-12 00:00:00,2025-10-11 00:00:00,Hold,4202184,-298,,,,2423.101,,Engineering,161.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-30 01:21:56,Each
INVLN000967,INV000008,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000455,INVL-0343461,1,2,45,90,1989.7,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4158455,-173,BVPL-241221,161,348,2423.101,0,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:46:51,Hours
INVLN000968,INV000008,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000455,INVL-0343462,2,6.3,1,6.3,1989.7,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4158455,-798,BVPL-262294,161,348,2423.101,0,Engineering,161.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:46:51,Each
INVLN000969,INV000008,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000456,INVL-0343463,3,34,45,1530,1989.7,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4170321,-91,BVPL-241221,161,348,2423.101,0,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:46:51,Hours
INVLN000970,INV000008,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000456,INVL-0343464,4,173.6,1,173.6,1989.7,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4170321,-392,BVPL-262294,161,348,2423.101,0,Engineering,161.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:46:51,Hours
INVLN000971,INV000072,Synthetic Contract 43 - Equipment Supply Agreement,PRJ000457,INVL-0512470,1,3,45,135,5635,2025-10-24 00:00:00,2025-12-08 00:00:00,Hold,4207901,-65,BVPL-241424,971,625,2423.101,0,Engineering,971.000.2423.101.000.344,L84F,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 08:19:55,Hours
INVLN000972,INV000072,Synthetic Contract 43 - Equipment Supply Agreement,PRJ000457,INVL-0512478,2,5500,1,5500,5635,2025-10-24 00:00:00,2025-12-08 00:00:00,Hold,4207901,-1122,BVPL-260079,971,625,2423.101,0,Permit Fees,971.000.2423.101.000.424,MISC,,FALSE,FALSE,TRUE,TRUE,2025-11-13 08:19:55,Each
INVLN000973,INV000057,Synthetic Contract 43 - Equipment Supply Agreement,PRJ000458,INVL-0512912,1,1,45,45,45,2025-10-24 00:00:00,2025-12-08 00:00:00,Hold,4211513,-33,BVPL-241424,974,621,2423.101,0,Engineering,974.000.2423.101.000.344,L84F,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 08:20:18,Hours
INVLN000974,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0475379,,3,45,135,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4193572,-162,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:21:18,Each
INVLN000975,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000460,INVL-0475372,,4.5,45,202.5,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4191470,-126,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:18:03,Each
INVLN000976,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0475382,,4,45,180,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4193572,-165,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:22:57,Each
INVLN000977,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0475383,,6,45,270,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4193572,-169,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:23:29,Each
INVLN000978,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000461,INVL-0475385,,4,45,180,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4206204,-76,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:27:05,Each
INVLN000979,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000461,INVL-0475386,,3,45,135,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4206204,-80,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:27:42,Each
INVLN000980,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000460,INVL-0475390,,11.9,1,11.9,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4191470,-540,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:19:58,Each
INVLN000981,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000460,INVL-0475392,,12.6,1,12.6,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4191470,-552,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:20:35,Each
INVLN000982,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0475395,,14,1,14,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4193572,-783,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:24:48,Each
INVLN000983,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0475398,,21,1,21,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4193572,-797,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:25:45,Each
INVLN000984,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0475400,,8.4,1,8.4,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4193572,-818,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:26:33,Each
INVLN000985,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000461,INVL-0475401,,9.1,1,9.1,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4206204,-320,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:28:16,Each
INVLN000986,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000461,INVL-0475403,,7,1,7,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4206204,-329,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:28:50,Each
INVLN000987,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000462,INVL-0475553,,4,45,180,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4170029,-101,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:55:36,Each
INVLN000988,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000462,INVL-0475536,,4.5,45,202.5,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4170029,-96,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:54:32,Each
INVLN000989,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000460,INVL-0475554,,3,45,135,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4191470,-131,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:37:17,Each
INVLN000990,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000462,INVL-0475887,,21,1,21,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4170029,-474,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 17:11:04,Each
INVLN000991,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000462,INVL-0475902,,19.6,1,19.6,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4170029,-507,BVPL-262294,,,2423.101,0,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-21 18:00:06,Each
INVLN000992,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000463,INVL-0479089,1,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4161611,-123,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000993,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000463,INVL-0479091,2,15.4,1,15.4,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4161611,-522,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000994,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000462,INVL-0479197,3,11.9,1,11.9,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4170029,-618,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000995,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000462,INVL-0479140,4,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4170029,-131,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000996,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000464,INVL-0479200,5,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4181046,-115,BVPL-241221,,,2423.101,,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000997,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000464,INVL-0479225,6,14.7,1,14.7,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4181046,-470,BVPL-262294,,,2423.101,,Engineering,161.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000998,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000465,INVL-0479356,10,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4184379,-118,BVPL-241221,,,2423.101,,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000999,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000465,INVL-0479378,11,16.8,1,16.8,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4184379,-461,BVPL-262294,,,2423.101,,Engineering,161.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001000,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000466,INVL-0479450,14,4,45,180,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4187471,-92,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001001,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000466,INVL-0479466,15,12.6,1,12.6,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4187471,-356,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001002,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000460,INVL-0479692,20,4,45,180,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4191470,-155,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001003,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000460,INVL-0479704,21,11.2,1,11.2,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4191470,-652,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001004,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0479706,22,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4193572,-196,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001005,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000459,INVL-0479707,23,18.2,1,18.2,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4193572,-927,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001006,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000461,INVL-0479768,28,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4206204,-104,BVPL-241221,,,2423.101,,Engineering,164.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001007,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000461,INVL-0479769,29,12.6,1,12.6,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4206204,-446,BVPL-262294,,,2423.101,,Engineering,164.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN001008,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000452,INVL-0445171,3,7.7,1,7.7,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4193985,-156,BVPL-262294,,,2423.101,,Engineering,161.000.2423.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN001009,INV000144,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000454,INVL-0501794,2,3.5,45,157.5,3034.7,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4202184,-36,BVPL-241221,,,2423.101,,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:59,Each
INVLN001010,INV000144,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000453,INVL-0501803,3,9.5,45,427.5,3034.7,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4192964,-236,,,,2423.101,,Engineering,161.000.2423.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:59,Each
